date,cat_code,cat_name,qty_net,qty_sold,qty_returned,revenue_net,n_items,avg_retail_price,avg_wholesale_price
2021-02-19,1011010501,茄类,13.768999999999998,13.768999999999998,0.0,160.8572,2,11.6826,8.7257
2021-02-19,1011010504,辣椒类,116.07,116.07,0.0,1255.0168,7,10.8126,9.3931
2021-02-19,1011010801,食用菌,92.327,92.327,0.0,785.2096,13,8.5047,5.4617
2021-02-20,1011010101,花叶类,175.262,175.262,0.0,1075.3956,17,6.1359,4.1867
2021-02-20,1011010201,花菜类,39.445,39.445,0.0,255.507,2,6.4776,4.466
2021-02-20,1011010402,水生根茎类,60.611999999999995,60.611999999999995,0.0,726.5,3,11.9861,7.9933
2021-02-20,1011010501,茄类,21.798000000000002,21.798000000000002,0.0,238.3638,4,10.9351,8.3215
2021-02-20,1011010504,辣椒类,119.306,119.306,0.0,1420.9138,9,11.9098,7.3332
2021-02-20,1011010801,食用菌,88.794,88.794,0.0,827.3514,14,9.3176,5.9708
2021-02-21,1011010101,花叶类,144.855,144.855,0.0,896.6858,15,6.1902,4.4243
2021-02-21,1011010201,花菜类,35.248000000000005,35.248000000000005,0.0,246.91700000000003,2,7.0051,4.7046
2021-02-21,1011010402,水生根茎类,38.554,38.554,0.0,465.29600000000005,3,12.0687,8.0976
2021-02-21,1011010501,茄类,33.803,33.803,0.0,346.29,4,10.2444,7.6408
2021-02-21,1011010504,辣椒类,80.423,80.423,0.0,1066.6534,8,13.263,7.5075
2021-02-21,1011010801,食用菌,79.403,79.403,0.0,718.7456,13,9.0519,5.9173
2021-02-22,1011010101,花叶类,139.491,139.491,0.0,753.278,15,5.4002,3.9133
2021-02-22,1011010201,花菜类,30.813,30.813,0.0,193.83999999999997,2,6.2909,4.715
2021-02-22,1011010402,水生根茎类,40.444,40.444,0.0,418.94,3,10.3585,8.0237
2021-02-22,1011010501,茄类,15.47,15.47,0.0,151.6384,4,9.8021,6.5523
2021-02-22,1011010504,辣椒类,72.834,72.834,0.0,973.7256,7,13.3691,7.4734
2021-02-22,1011010801,食用菌,66.554,66.554,0.0,584.538,12,8.7829,5.6633
2021-02-23,1011010101,花叶类,136.05,136.05,0.0,814.9998,15,5.9904,4.1401
2021-02-23,1011010201,花菜类,24.456,24.456,0.0,153.632,2,6.282,4.7138
2021-02-23,1011010402,水生根茎类,44.084,44.084,0.0,507.53999999999996,3,11.513,8.2463
2021-02-23,1011010501,茄类,25.429,25.429,0.0,252.32299999999998,4,9.9226,6.3802
2021-02-23,1011010504,辣椒类,85.425,85.425,0.0,865.8902,8,10.1363,5.9716
2021-02-23,1011010801,食用菌,77.586,77.586,0.0,619.4122,12,7.9836,5.1911
2021-02-24,1011010101,花叶类,190.158,190.158,0.0,959.482,16,5.0457,2.9397
2021-02-24,1011010201,花菜类,37.41,37.41,0.0,224.46,2,6.0,3.9674
2021-02-24,1011010402,水生根茎类,54.382,54.382,0.0,587.3199999999999,3,10.7999,7.3836
2021-02-24,1011010501,茄类,22.668,22.668,0.0,207.28699999999998,4,9.1445,5.3875
2021-02-24,1011010504,辣椒类,60.043,60.043,0.0,684.9318,10,11.4074,8.1382
2021-02-24,1011010801,食用菌,88.233,88.233,0.0,771.2396,11,8.7409,5.5935
2021-02-25,1011010101,花叶类,156.613,156.613,0.0,867.957,17,5.542,3.1286
2021-02-25,1011010201,花菜类,39.885000000000005,39.885000000000005,0.0,239.31,2,6.0,4.1451
2021-02-25,1011010402,水生根茎类,74.027,74.027,0.0,856.6824,4,11.5726,7.8553
2021-02-25,1011010501,茄类,34.617999999999995,34.617999999999995,0.0,293.604,4,8.4813,4.9476
2021-02-25,1011010504,辣椒类,100.118,100.118,0.0,926.3979999999999,8,9.2531,5.825
2021-02-25,1011010801,食用菌,110.55699999999999,110.55699999999999,0.0,849.2956,13,7.682,4.8521
2021-02-26,1011010101,花叶类,276.322,276.322,0.0,1512.9768,14,5.4754,3.0505
2021-02-26,1011010201,花菜类,70.064,70.064,0.0,490.668,2,7.0031,4.7371
2021-02-26,1011010402,水生根茎类,72.508,72.508,0.0,829.48,3,11.4398,7.7172
2021-02-26,1011010501,茄类,31.286,31.286,0.0,280.036,4,8.9508,5.1281
2021-02-26,1011010504,辣椒类,135.777,135.777,0.0,1269.97,9,9.3534,5.676
2021-02-26,1011010801,食用菌,159.095,159.095,0.0,1245.3274000000001,11,7.8276,4.7202
2021-02-27,1011010101,花叶类,218.04000000000002,218.04000000000002,0.0,1185.838,11,5.4386,3.2729
2021-02-27,1011010201,花菜类,74.70400000000001,74.70400000000001,0.0,577.005,2,7.7239,4.8804
2021-02-27,1011010402,水生根茎类,45.650999999999996,45.650999999999996,0.0,494.21000000000004,3,10.8258,7.4115
2021-02-27,1011010501,茄类,22.579,22.579,0.0,186.376,4,8.2544,5.2398
2021-02-27,1011010504,辣椒类,122.32199999999999,122.32199999999999,0.0,1106.2048,7,9.0434,5.6556
2021-02-27,1011010801,食用菌,116.814,116.814,0.0,921.104,13,7.8852,4.8553
2021-02-28,1011010101,花叶类,305.647,309.688,4.041,1446.1798000000001,16,4.6959,2.9815
2021-02-28,1011010201,花菜类,54.382,54.673,0.291,407.9008,2,7.5065,4.8923
2021-02-28,1011010402,水生根茎类,49.705,49.705,0.0,495.15,3,9.9618,7.5562
2021-02-28,1011010501,茄类,27.705,27.705,0.0,252.25199999999998,4,9.1049,5.3379
2021-02-28,1011010504,辣椒类,114.677,114.677,0.0,1061.4208,8,9.2557,5.0603
2021-02-28,1011010801,食用菌,111.764,111.764,0.0,851.8354,12,7.6217,4.873
2021-03-01,1011010101,花叶类,241.709,241.709,0.0,1334.866,19,5.5226,3.6104
2021-03-01,1011010201,花菜类,28.579,28.579,0.0,230.27,2,8.0573,4.7972
2021-03-01,1011010402,水生根茎类,29.048,29.048,0.0,289.98,2,9.9828,7.2582
2021-03-01,1011010501,茄类,27.232,27.232,0.0,226.77599999999998,4,8.3276,5.1241
2021-03-01,1011010504,辣椒类,97.068,97.068,0.0,809.952,11,8.3442,5.2169
2021-03-01,1011010801,食用菌,79.404,79.404,0.0,653.6788,12,8.2323,5.365
2021-03-02,1011010101,花叶类,182.984,182.984,0.0,1158.5064,20,6.3312,4.0895
2021-03-02,1011010201,花菜类,40.61,40.61,0.0,330.168,2,8.1302,5.2497
2021-03-02,1011010402,水生根茎类,46.406,46.406,0.0,461.56,2,9.9461,7.8081
2021-03-02,1011010501,茄类,16.541,16.541,0.0,132.84,3,8.031,5.1348
2021-03-02,1011010504,辣椒类,83.36300000000001,83.36300000000001,0.0,729.2652,8,8.7481,5.2578
2021-03-02,1011010801,食用菌,62.044,62.044,0.0,549.2722,14,8.8529,5.8359
2021-03-03,1011010101,花叶类,186.00799999999998,186.00799999999998,0.0,1202.33,18,6.4639,3.9354
2021-03-03,1011010201,花菜类,22.009999999999998,22.009999999999998,0.0,186.7806,2,8.4862,4.806
2021-03-03,1011010402,水生根茎类,20.756999999999998,20.756999999999998,0.0,206.27000000000004,2,9.9374,7.119
2021-03-03,1011010501,茄类,23.654,23.654,0.0,220.226,4,9.3103,5.7369
2021-03-03,1011010504,辣椒类,80.749,80.749,0.0,733.8636,7,9.0882,5.9185
2021-03-03,1011010801,食用菌,71.027,71.027,0.0,526.704,13,7.4155,4.684
2021-03-04,1011010101,花叶类,145.281,145.281,0.0,826.6526,17,5.69,3.7199
2021-03-04,1011010201,花菜类,18.951999999999998,18.951999999999998,0.0,157.2054,2,8.2949,4.6965
2021-03-04,1011010402,水生根茎类,28.177,28.177,0.0,280.77,2,9.9645,7.0
2021-03-04,1011010501,茄类,20.344,20.344,0.0,175.227,4,8.6132,5.5379
2021-03-04,1011010504,辣椒类,93.076,93.076,0.0,586.6376,9,6.3028,4.2498
2021-03-04,1011010801,食用菌,72.465,72.465,0.0,518.853,12,7.16,4.468
2021-03-05,1011010101,花叶类,211.185,211.185,0.0,1031.8946,19,4.8862,3.0121
2021-03-05,1011010201,花菜类,41.955,41.955,0.0,344.398,2,8.2087,4.7801
2021-03-05,1011010402,水生根茎类,35.138000000000005,35.138000000000005,0.0,349.68,2,9.9516,6.8451
2021-03-05,1011010501,茄类,22.986,22.986,0.0,183.888,2,8.0,5.1758
2021-03-05,1011010504,辣椒类,101.49799999999999,101.49799999999999,0.0,751.276,8,7.4019,4.8127
2021-03-05,1011010801,食用菌,82.58500000000001,82.58500000000001,0.0,663.894,12,8.0389,5.0196
2021-03-06,1011010101,花叶类,288.817,288.817,0.0,1462.1032,22,5.0624,3.1207
2021-03-06,1011010201,花菜类,64.332,64.332,0.0,527.4452,2,8.1988,4.9238
2021-03-06,1011010402,水生根茎类,61.735,61.735,0.0,613.85,2,9.9433,6.8224
2021-03-06,1011010501,茄类,38.176,38.176,0.0,305.408,2,8.0,4.8391
2021-03-06,1011010504,辣椒类,167.583,167.583,0.0,1248.37,9,7.4493,4.4244
2021-03-06,1011010801,食用菌,151.214,151.214,0.0,1130.8700000000001,12,7.4786,4.9607
2021-03-07,1011010101,花叶类,257.809,264.314,6.505,1158.7531999999999,22,4.5317,2.6762
2021-03-07,1011010201,花菜类,84.586,84.586,0.0,561.3355999999999,2,6.6363,4.4619
2021-03-07,1011010402,水生根茎类,36.888999999999996,36.888999999999996,0.0,367.89,2,9.9729,6.7157
2021-03-07,1011010501,茄类,26.748,26.748,0.0,236.948,3,8.8585,5.0126
2021-03-07,1011010504,辣椒类,122.568,122.568,0.0,956.1306,10,7.8008,4.4729
2021-03-07,1011010801,食用菌,125.428,125.428,0.0,891.062,12,7.1042,4.6026
2021-03-08,1011010101,花叶类,211.746,211.746,0.0,1129.3342,21,5.3334,3.1294
2021-03-08,1011010201,花菜类,45.65,45.65,0.0,323.4144,2,7.0847,3.972
2021-03-08,1011010402,水生根茎类,26.921,26.921,0.0,268.91,2,9.9889,6.6446
2021-03-08,1011010501,茄类,19.815,19.815,0.0,177.407,3,8.9532,5.7922
2021-03-08,1011010504,辣椒类,80.39900000000002,80.39900000000002,0.0,582.7694,8,7.2485,4.565
2021-03-08,1011010801,食用菌,78.721,78.721,0.0,646.064,12,8.207,5.3575
2021-03-09,1011010101,花叶类,170.907,170.907,0.0,914.3914,24,5.3502,2.9804
2021-03-09,1011010201,花菜类,34.073,34.073,0.0,241.632,2,7.0916,4.2959
2021-03-09,1011010402,水生根茎类,42.608,42.608,0.0,389.864,2,9.15,6.6939
2021-03-09,1011010501,茄类,20.838,20.838,0.0,182.70600000000002,2,8.7679,5.8752
2021-03-09,1011010504,辣椒类,66.895,66.895,0.0,590.8882,8,8.8331,5.345
2021-03-09,1011010801,食用菌,143.511,143.511,0.0,655.206,10,4.5655,3.1555
2021-03-10,1011010101,花叶类,119.599,119.599,0.0,674.7836,20,5.6421,3.114
2021-03-10,1011010201,花菜类,25.101,25.101,0.0,197.311,2,7.8607,4.3299
2021-03-10,1011010402,水生根茎类,24.891000000000002,24.891000000000002,0.0,199.12800000000001,1,8.0,6.6
2021-03-10,1011010501,茄类,14.35,14.35,0.0,114.8,2,8.0,6.1788
2021-03-10,1011010504,辣椒类,59.548,59.548,0.0,483.2532,8,8.1154,4.6227
2021-03-10,1011010801,食用菌,91.994,91.994,0.0,518.711,12,5.6385,3.5923
2021-03-11,1011010101,花叶类,158.357,158.357,0.0,963.0020000000001,20,6.0812,3.4151
2021-03-11,1011010201,花菜类,30.749000000000002,30.749000000000002,0.0,257.843,2,8.3854,4.1682
2021-03-11,1011010402,水生根茎类,31.801000000000002,31.801000000000002,0.0,288.3406,3,9.067,6.633
2021-03-11,1011010501,茄类,16.37,16.37,0.0,147.043,3,8.9825,5.3939
2021-03-11,1011010504,辣椒类,57.357,57.357,0.0,495.21639999999996,8,8.6339,4.6434
2021-03-11,1011010801,食用菌,75.477,75.477,0.0,551.5098,13,7.307,4.2982
2021-03-12,1011010101,花叶类,152.44,152.44,0.0,975.3532,20,6.3983,3.8524
2021-03-12,1011010201,花菜类,31.281999999999996,31.281999999999996,0.0,267.604,2,8.5546,4.8508
2021-03-12,1011010402,水生根茎类,21.764,21.764,0.0,183.912,2,8.4503,6.6478
2021-03-12,1011010501,茄类,23.836000000000002,23.836000000000002,0.0,214.491,3,8.9986,5.1637
2021-03-12,1011010504,辣椒类,102.131,102.131,0.0,695.681,8,6.8117,4.4414
2021-03-12,1011010801,食用菌,84.232,84.232,0.0,665.9982,14,7.9067,4.4315
2021-03-13,1011010101,花叶类,169.055,169.055,0.0,1138.2034,24,6.7327,4.0383
2021-03-13,1011010201,花菜类,43.016999999999996,43.016999999999996,0.0,381.08799999999997,2,8.859,5.0414
2021-03-13,1011010402,水生根茎类,47.086,47.086,0.0,517.26,2,10.9854,6.7359
2021-03-13,1011010501,茄类,26.434,26.434,0.0,235.26100000000002,3,8.8999,6.2308
2021-03-13,1011010504,辣椒类,104.089,104.089,0.0,817.1816,9,7.8508,4.8484
2021-03-13,1011010801,食用菌,101.865,101.865,0.0,707.574,13,6.9462,4.2488
2021-03-14,1011010101,花叶类,176.032,176.032,0.0,1191.3326000000002,21,6.7677,4.1707
2021-03-14,1011010201,花菜类,41.13,41.13,0.0,376.356,2,9.1504,5.9582
2021-03-14,1011010402,水生根茎类,30.295,30.295,0.0,329.05,2,10.8615,6.8674
2021-03-14,1011010501,茄类,17.721,17.721,0.0,164.07,3,9.2585,6.287
2021-03-14,1011010504,辣椒类,117.089,117.089,0.0,711.196,8,6.074,3.8199
2021-03-14,1011010801,食用菌,75.95,75.95,0.0,535.0,11,7.0441,4.1963
2021-03-15,1011010101,花叶类,90.812,90.812,0.0,628.476,18,6.9206,4.2267
2021-03-15,1011010201,花菜类,28.603,28.603,0.0,249.53799999999998,2,8.7242,5.94
2021-03-15,1011010402,水生根茎类,22.597,22.597,0.0,240.47,2,10.6417,6.7991
2021-03-15,1011010501,茄类,13.658000000000001,13.658000000000001,0.0,109.26400000000001,2,8.0,6.1041
2021-03-15,1011010504,辣椒类,85.656,85.656,0.0,492.0996,8,5.7451,3.5972
2021-03-15,1011010801,食用菌,40.423,40.423,0.0,263.0578,12,6.5076,3.7927
2021-03-16,1011010101,花叶类,100.12100000000001,100.12100000000001,0.0,629.4896,20,6.2873,3.6912
2021-03-16,1011010201,花菜类,19.792,19.792,0.0,171.139,2,8.6469,5.9121
2021-03-16,1011010402,水生根茎类,19.772,19.772,0.0,209.32,2,10.5867,6.7821
2021-03-16,1011010501,茄类,13.577,13.577,0.0,110.68799999999999,3,8.1526,6.1637
2021-03-16,1011010504,辣椒类,72.12599999999999,72.12599999999999,0.0,409.8922,7,5.683,3.7185
2021-03-16,1011010801,食用菌,44.844,44.844,0.0,318.8598,11,7.1104,4.3563
2021-03-17,1011010101,花叶类,107.653,107.653,0.0,699.0722000000001,21,6.4938,4.0615
2021-03-17,1011010201,花菜类,29.326,29.326,0.0,267.166,2,9.1102,6.136
2021-03-17,1011010402,水生根茎类,19.493000000000002,19.493000000000002,0.0,214.234,3,10.9903,6.964
2021-03-17,1011010501,茄类,19.313,19.313,0.0,154.504,2,8.0,6.1775
2021-03-17,1011010504,辣椒类,83.755,83.755,0.0,635.9838,8,7.5934,4.3084
2021-03-17,1011010801,食用菌,44.029,44.029,0.0,400.6696,12,9.1001,5.8135
2021-03-18,1011010101,花叶类,128.058,128.058,0.0,852.0296,20,6.6535,4.1415
2021-03-18,1011010201,花菜类,29.081000000000003,29.081000000000003,0.0,239.65699999999998,2,8.241,5.8371
2021-03-18,1011010402,水生根茎类,20.852,20.852,0.0,223.02,2,10.6954,6.8158
2021-03-18,1011010501,茄类,11.866,11.866,0.0,97.86,3,8.2471,6.2688
2021-03-18,1011010504,辣椒类,73.733,73.733,0.0,507.1216,8,6.8778,3.7124
2021-03-18,1011010801,食用菌,65.501,65.501,0.0,462.69,11,7.0639,4.1529
2021-03-19,1011010101,花叶类,140.893,140.893,0.0,813.718,21,5.7754,3.609
2021-03-19,1011010201,花菜类,42.902,42.902,0.0,315.692,2,7.3584,5.033
2021-03-19,1011010402,水生根茎类,39.292,39.292,0.0,439.32,2,11.1809,6.9665
2021-03-19,1011010501,茄类,16.235,16.235,0.0,133.534,3,8.2251,6.2894
2021-03-19,1011010504,辣椒类,67.509,67.509,0.0,526.0151999999999,8,7.7918,4.4896
2021-03-19,1011010801,食用菌,69.141,69.141,0.0,624.0002,11,9.025,5.4227
2021-03-20,1011010101,花叶类,267.979,267.979,0.0,1811.3624,20,6.7593,4.2808
2021-03-20,1011010201,花菜类,34.377,34.377,0.0,289.518,2,8.4219,5.5873
2021-03-20,1011010402,水生根茎类,39.984,39.984,0.0,458.16,3,11.4586,7.175
2021-03-20,1011010501,茄类,21.477,21.477,0.0,190.952,3,8.891,6.0136
2021-03-20,1011010504,辣椒类,117.89,117.89,0.0,812.0966,8,6.8886,3.9688
2021-03-20,1011010801,食用菌,77.235,77.235,0.0,668.4632,12,8.6549,5.1082
2021-03-21,1011010101,花叶类,199.712,199.712,0.0,1261.989,21,6.319,3.5288
2021-03-21,1011010201,花菜类,51.413,51.413,0.0,394.756,2,7.6781,4.6586
2021-03-21,1011010402,水生根茎类,41.705,41.705,0.0,455.178,3,10.9142,7.0828
2021-03-21,1011010501,茄类,17.949,17.949,0.0,151.954,3,8.4659,5.8405
2021-03-21,1011010504,辣椒类,112.176,112.176,0.0,725.9603999999999,9,6.4716,3.9698
2021-03-21,1011010801,食用菌,94.838,94.838,0.0,716.3892,12,7.5538,4.2958
2021-03-22,1011010101,花叶类,115.022,115.022,0.0,789.3078,21,6.8622,4.0907
2021-03-22,1011010201,花菜类,30.625,30.625,0.0,266.10040000000004,2,8.689,5.0071
2021-03-22,1011010402,水生根茎类,10.113,10.113,0.0,113.97399999999999,3,11.27,7.0531
2021-03-22,1011010501,茄类,11.561,11.561,0.0,96.358,2,8.3347,5.859
2021-03-22,1011010504,辣椒类,70.689,70.689,0.0,416.65139999999997,7,5.8941,3.506
2021-03-22,1011010801,食用菌,50.802,50.802,0.0,437.5874,11,8.6136,5.0687
2021-03-23,1011010101,花叶类,134.706,134.706,0.0,801.274,19,5.9483,3.4154
2021-03-23,1011010201,花菜类,28.634,28.634,0.0,258.62,2,9.0319,5.8869
2021-03-23,1011010402,水生根茎类,13.349,13.349,0.0,144.41,3,10.818,6.9017
2021-03-23,1011010501,茄类,19.311999999999998,19.311999999999998,0.0,162.106,3,8.3941,5.7961
2021-03-23,1011010504,辣椒类,66.931,66.931,0.0,442.88599999999997,7,6.6171,3.9125
2021-03-23,1011010801,食用菌,48.174,48.174,0.0,385.9092,13,8.0107,4.6707
2021-03-24,1011010101,花叶类,103.50500000000001,103.50500000000001,0.0,704.0186,19,6.8018,4.0973
2021-03-24,1011010201,花菜类,27.331000000000003,27.331000000000003,0.0,239.98200000000003,2,8.7806,5.8513
2021-03-24,1011010402,水生根茎类,14.013,14.013,0.0,151.254,3,10.7938,6.9726
2021-03-24,1011010501,茄类,15.113,15.113,0.0,125.694,2,8.3169,5.831
2021-03-24,1011010504,辣椒类,42.484,42.484,0.0,330.29339999999996,7,7.7745,4.0754
2021-03-24,1011010801,食用菌,35.583,35.583,0.0,342.9976,12,9.6394,5.7833
2021-03-25,1011010101,花叶类,86.632,86.632,0.0,650.141,18,7.5046,4.5678
2021-03-25,1011010201,花菜类,25.174,25.174,0.0,222.566,2,8.8411,5.9249
2021-03-25,1011010402,水生根茎类,15.827,15.827,0.0,172.666,3,10.9096,6.9964
2021-03-25,1011010501,茄类,14.620999999999999,14.620999999999999,0.0,129.51399999999998,3,8.8581,5.9721
2021-03-25,1011010504,辣椒类,50.798,50.798,0.0,408.7842,7,8.0472,4.7506
2021-03-25,1011010801,食用菌,46.89,46.89,0.0,416.565,14,8.8839,5.2821
2021-03-26,1011010101,花叶类,167.327,167.327,0.0,1299.9608,16,7.769,4.5493
2021-03-26,1011010201,花菜类,48.956,48.956,0.0,453.628,2,9.266,6.2548
2021-03-26,1011010402,水生根茎类,40.178000000000004,40.178000000000004,0.0,442.70400000000006,3,11.0186,6.9271
2021-03-26,1011010501,茄类,21.313,21.313,0.0,182.158,3,8.5468,5.8441
2021-03-26,1011010504,辣椒类,60.937,60.937,0.0,479.4946,8,7.8687,4.6701
2021-03-26,1011010801,食用菌,83.562,83.562,0.0,618.2998,14,7.3993,4.4834
2021-03-27,1011010101,花叶类,199.727,199.727,0.0,1471.48,19,7.3675,4.4041
2021-03-27,1011010201,花菜类,51.805,51.805,0.0,508.62199999999996,2,9.818,6.5578
2021-03-27,1011010402,水生根茎类,43.191,43.191,0.0,489.498,3,11.3333,7.0159
2021-03-27,1011010501,茄类,26.111,26.111,0.0,216.36599999999999,3,8.2864,6.0517
2021-03-27,1011010504,辣椒类,78.794,78.794,0.0,698.8318,9,8.8691,5.3625
2021-03-27,1011010801,食用菌,69.658,69.658,0.0,523.5427999999999,11,7.5159,4.7256
2021-03-28,1011010101,花叶类,161.16400000000002,161.16400000000002,0.0,1238.1616000000001,19,7.6826,4.8622
2021-03-28,1011010201,花菜类,50.119,50.119,0.0,482.32399999999996,2,9.6236,6.7099
2021-03-28,1011010402,水生根茎类,30.709999999999997,30.709999999999997,0.0,326.12,3,10.6193,6.7855
2021-03-28,1011010501,茄类,19.628,19.628,0.0,163.61999999999998,3,8.3361,5.9992
2021-03-28,1011010504,辣椒类,78.41000000000001,78.41000000000001,0.0,601.6106000000001,9,7.6726,5.0943
2021-03-28,1011010801,食用菌,55.673,55.673,0.0,429.5506,13,7.7156,4.7404
2021-03-29,1011010101,花叶类,111.30799999999999,111.30799999999999,0.0,853.9466,19,7.6719,4.8897
2021-03-29,1011010201,花菜类,60.434000000000005,60.434000000000005,0.0,535.972,2,8.8687,6.4976
2021-03-29,1011010402,水生根茎类,15.5,15.5,0.0,174.404,3,11.2519,7.0349
2021-03-29,1011010501,茄类,16.139,16.139,0.0,135.84799999999998,3,8.4174,6.05
2021-03-29,1011010504,辣椒类,62.153999999999996,62.153999999999996,0.0,471.09819999999996,8,7.5795,4.6215
2021-03-29,1011010801,食用菌,47.327,47.327,0.0,370.217,11,7.8225,4.9194
2021-03-30,1011010101,花叶类,130.803,130.803,0.0,925.849,17,7.0782,4.611
2021-03-30,1011010201,花菜类,26.924,26.924,0.0,278.00800000000004,2,10.3257,6.7234
2021-03-30,1011010402,水生根茎类,14.905,14.905,0.0,167.594,3,11.2441,7.3242
2021-03-30,1011010501,茄类,21.407,21.407,0.0,178.872,3,8.3558,6.1189
2021-03-30,1011010504,辣椒类,57.85099999999999,59.57299999999999,1.722,495.40040000000005,10,8.4893,5.3402
2021-03-30,1011010801,食用菌,32.144999999999996,32.144999999999996,0.0,305.688,10,9.5097,6.3283
2021-03-31,1011010101,花叶类,143.294,143.294,0.0,1024.061,16,7.1466,4.4709
2021-03-31,1011010201,花菜类,28.740000000000002,28.740000000000002,0.0,301.82,2,10.5017,6.3045
2021-03-31,1011010402,水生根茎类,19.503,19.503,0.0,233.866,3,11.9913,7.3717
2021-03-31,1011010501,茄类,21.649,21.649,0.0,192.79,4,8.9053,6.1777
2021-03-31,1011010504,辣椒类,59.255,59.255,0.0,482.5164,9,8.143,4.8589
2021-03-31,1011010801,食用菌,45.089,45.089,0.0,338.807,10,7.5142,4.6922
2021-04-01,1011010101,花叶类,162.291,162.291,0.0,1153.2736,20,7.1062,4.8388
2021-04-01,1011010201,花菜类,39.108999999999995,39.108999999999995,0.0,350.45399999999995,2,8.961,6.2444
2021-04-01,1011010402,水生根茎类,20.743,20.743,0.0,263.764,4,12.7158,6.7853
2021-04-01,1011010501,茄类,20.604,20.604,0.0,191.844,3,9.311,6.3385
2021-04-01,1011010504,辣椒类,52.994,52.994,0.0,428.9616,8,8.0945,4.9159
2021-04-01,1011010801,食用菌,48.978,48.978,0.0,447.0582,12,9.1277,5.8061
2021-04-02,1011010101,花叶类,178.71,179.383,0.673,1236.0444,23,6.9168,4.9843
2021-04-02,1011010201,花菜类,69.53,69.53,0.0,494.456,2,7.1114,6.049
2021-04-02,1011010402,水生根茎类,37.763999999999996,37.763999999999996,0.0,452.092,4,11.9715,7.2531
2021-04-02,1011010501,茄类,20.665,20.665,0.0,174.35799999999998,4,8.4374,6.0794
2021-04-02,1011010504,辣椒类,70.727,70.727,0.0,605.1859999999999,8,8.5566,5.2168
2021-04-02,1011010801,食用菌,72.574,72.574,0.0,626.0194,13,8.6259,5.2696
2021-04-03,1011010101,花叶类,212.267,212.267,0.0,1581.0556000000001,23,7.4484,4.8602
2021-04-03,1011010201,花菜类,68.593,68.593,0.0,566.114,2,8.2532,6.0894
2021-04-03,1011010402,水生根茎类,38.786,38.786,0.0,387.236,3,9.9839,7.3134
2021-04-03,1011010501,茄类,32.709999999999994,32.709999999999994,0.0,282.784,3,8.6452,6.1439
2021-04-03,1011010504,辣椒类,100.323,100.323,0.0,881.2146,8,8.7838,5.5311
2021-04-03,1011010801,食用菌,75.739,75.739,0.0,755.2234,11,9.9714,5.9876
2021-04-04,1011010101,花叶类,192.021,192.021,0.0,1269.6168,20,6.6119,4.0227
2021-04-04,1011010201,花菜类,71.456,71.456,0.0,565.492,2,7.9138,5.7092
2021-04-04,1011010402,水生根茎类,33.95,33.95,0.0,339.334,3,9.9951,7.3038
2021-04-04,1011010501,茄类,22.976,22.976,0.0,196.462,4,8.5507,5.7883
2021-04-04,1011010504,辣椒类,88.244,88.244,0.0,685.071,7,7.7634,4.8284
2021-04-04,1011010801,食用菌,61.709,61.709,0.0,571.141,12,9.2554,5.3156
2021-04-05,1011010101,花叶类,178.469,178.469,0.0,1196.6456,21,6.7051,4.1744
2021-04-05,1011010201,花菜类,76.701,76.701,0.0,679.942,2,8.8648,6.2013
2021-04-05,1011010402,水生根茎类,24.241,24.241,0.0,207.20399999999998,3,8.5477,7.2153
2021-04-05,1011010501,茄类,16.492,16.492,0.0,141.05599999999998,3,8.553,5.8939
2021-04-05,1011010504,辣椒类,112.577,112.577,0.0,679.9222,7,6.0396,4.7162
2021-04-05,1011010801,食用菌,68.049,68.049,0.0,567.784,11,8.3438,5.0351
2021-04-06,1011010101,花叶类,55.611000000000004,55.611000000000004,0.0,324.1472,19,5.8288,3.9087
2021-04-06,1011010201,花菜类,13.129999999999999,13.129999999999999,0.0,103.404,2,7.8754,5.7496
2021-04-06,1011010402,水生根茎类,3.622,3.622,0.0,36.88,2,10.1822,7.2191
2021-04-06,1011010501,茄类,3.138,3.138,0.0,26.272,3,8.3722,5.3793
2021-04-06,1011010504,辣椒类,35.074999999999996,35.074999999999996,0.0,215.84640000000002,7,6.1539,4.8465
2021-04-06,1011010801,食用菌,11.671,11.671,0.0,124.30000000000001,8,10.6503,6.6727
2021-04-07,1011010101,花叶类,198.107,198.107,0.0,1341.5794,19,6.772,4.1507
2021-04-07,1011010201,花菜类,26.939,26.939,0.0,212.65499999999997,2,7.8939,6.0501
2021-04-07,1011010402,水生根茎类,17.735,17.735,0.0,179.988,2,10.1487,7.2231
2021-04-07,1011010501,茄类,16.213,16.213,0.0,118.714,3,7.3221,5.3509
2021-04-07,1011010504,辣椒类,62.9,62.9,0.0,532.0066,8,8.458,5.0416
2021-04-07,1011010801,食用菌,47.805,47.805,0.0,399.742,13,8.3619,5.3032
2021-04-08,1011010101,花叶类,136.899,136.899,0.0,843.4982,24,6.1615,3.8318
2021-04-08,1011010201,花菜类,22.294,22.294,0.0,190.028,2,8.5237,6.1826
2021-04-08,1011010402,水生根茎类,9.582,9.582,0.0,104.728,2,10.9297,7.193
2021-04-08,1011010501,茄类,20.319000000000003,20.319000000000003,0.0,123.742,2,6.09,5.513
2021-04-08,1011010504,辣椒类,52.596000000000004,52.596000000000004,0.0,436.3612,8,8.2965,5.2958
2021-04-08,1011010801,食用菌,35.491,35.491,0.0,314.012,10,8.8477,5.2388
